,Title,Air Date,Code,#,Descriptions,Cast,Season
158,D-Yikes!,"April 11, 2007",1106,159,"Ms. Garrison gets dumped yet again, and lets her anger out on her fourth grade class.","['Allison', 'Clyde Donovan', 'Emir Hadi', 'Butters Stotch', 'Herbert Garrison', 'Gretchen', 'Mayor McDaniels', 'Kenny McCormick', 'Rauf Xerxes', 'Kyle Broflovski', 'Eric Cartman', 'Tumon', 'Jimmy Valmer', 'Stan Marsh']",11
159,Night of the Living Homeless,"April 18, 2007",1107,160,South Park is overrun with the homeless. The boys must figure out a way to get rid of them.,"['Butters Stotch', 'Linda Stotch', 'Stan Marsh', 'Stephen Stotch', 'Mayor McDaniels', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Ryan Valmer', 'Mrs. Testaburger', 'Clyde Donovan', 'Chris Swollenballs', 'Mr. Mackey', 'Glen', 'Kenny McCormick', 'Jimbo Kern', 'Gerald Broflovski', 'Ted', 'Homeless Advisor']",11
160,Le Petit Tourette,"October 3, 2007",1108,161,Cartman discovers the joys of having Tourette's syndrome.,"['Thomas', 'Sheila Broflovski', 'Mr. Mackey', 'Butters Stotch', 'Herbert Garrison', 'Mr. Donaldson', 'Liane Cartman', 'Gerald Broflovski', 'Chris Hansen', 'Principal Victoria', 'Kenny McCormick', 'Craig Tucker', 'Patty Nelson', 'Kyle Broflovski', 'Eric Cartman']",11
161,More Crap,"October 10, 2007",1109,162,Randy becomes a town hero when everyone sees the size of his crap.,"['Stephen Stotch', 'Stuart McCormick', 'Shelly Marsh', 'Sharon Marsh', 'Gerald Broflovski', 'Bono', 'Skeeter', 'Kenny McCormick', 'Dr. Doctor', 'Randy Marsh', 'Eric Cartman', 'Jimbo Kern', 'Stan Marsh']",11
162,Imaginationland Episode I,"October 17, 2007",1110,163,"Kyle regrets making a bet with Cartman, and the boys enter a mysterious land full of imaginary creatures.","['Butters Stotch', 'Linda Stotch', 'Red McArthur', 'M. Night Shyamalan', 'Mel Gibson', 'Craig Tucker', 'Mayor of Imaginationland', 'Stan Marsh', 'Stephen Stotch', 'General Deckter', 'Bebe Stevens', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Michael Bay', 'Kenny McCormick', 'Jason White', 'Token Black', 'Sharon Marsh', 'Lola', 'Gerald Broflovski', 'Sheila Broflovski', 'Tweek Tweak']",11
163,"Imaginationland, Episode II","October 24, 2007",1111,164,Cartman is determined to find Kyle while Butters remains trapped in Imaginationland as the evil creatures break through the barrier...,"['Gandalf the Grey', 'Butters Stotch', 'Woodland Critters', 'Mayor of Imaginationland', 'Black-Haired Scientist', 'Kurt Russell', 'Stan Marsh', 'Stephen Stotch', 'The Lollipop King', 'Popeye', 'General Deckter', 'Jesus Christ', 'Luke Skywalker', 'Kyle Broflovski', 'Eric Cartman', 'Aslan the Lion', 'Zeus', 'Wonder Woman', 'Kenny McCormick', 'Snarf', 'Council of Nine', 'Glinda the Good Witch']",11
164,"Imaginationland, Episode III","October 31, 2007",1112,165,"Stan and Butters prepare for the battle of their lives, while Cartman takes his case to the Supreme Court.","['Gandalf the Grey', 'Butters Stotch', 'Linda Stotch', 'Mayor of Imaginationland', 'Stan Marsh', 'Stephen Stotch', 'Popeye', 'General Deckter', 'Jesus Christ', 'Luke Skywalker', 'Kyle Broflovski', 'Eric Cartman', 'Aslan the Lion', 'Zeus', 'Wonder Woman', 'Kenny McCormick', 'Council of Nine', 'Glinda the Good Witch', 'Al Gore']",11
165,Guitar Queer-O,"November 7, 2007",1113,166,"Stan and Kyle become hooked on guitar hero, but Stan's superior skill threatens his and Kyle's friendship.","['Butters Stotch', 'Token Black', 'Brett', 'Sharon Marsh', 'Tom Shane', 'Ron Zappolo', 'Kenny McCormick', 'Thad Jarvis', 'Craig Tucker', 'Jay Cutler', 'Randy Marsh', 'Mick', 'Kyle Broflovski', 'Eric Cartman', 'Alex Hart', 'Jimmy Valmer', 'Charles Kincade', 'Stan Marsh']",11
166,The List,"November 14, 2007",1114,167,The boys try to obtain the list that the girls have made rating how attractive the boys are.,"['Butters Stotch', 'Linda Stotch', 'Betsy Donovan', 'Craig Tucker', 'Nelly', 'Stan Marsh', 'Stephen Stotch', 'Millie Larsen', 'Bebe Stevens', 'Kyle Broflovski', 'Eric Cartman', 'Clyde Donovan', 'Jenny Simons', 'Kenny McCormick', 'Abraham Lincoln', 'Token Black', 'Heidi Turner', 'Lola', 'Gerald Broflovski', 'Sheila Broflovski', 'Wendy Testaburger']",11
167,Tonsil Trouble,"March 12, 2008",1201,168,Cartman has his tonsils removed but is accidentally given HIV as a result of a blood transfusion.,"['Clyde Donovan', 'Sheila Broflovski', 'Mr. Mackey', 'Butters Stotch', 'Dr. Matlock', 'Candice', 'Liane Cartman', 'Mitch', 'Kenny McCormick', 'Principal Victoria', 'Dr. Doctor', 'Magic Johnson', 'Dr. Carroll', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Jimmy Buffett', 'Stan Marsh']",12
168,Britney's New Look,"March 19, 2008",1202,169,The boys travel with Britney Spears to the North Pole and discover the secret of her popularity.,"['Bob Summers', 'Sheila Broflovski', 'Butters Stotch', 'Miley Cyrus', 'Tom Thompson', 'Britney Spears', 'Gerald Broflovski', 'Kenny McCormick', 'Barack Obama', 'Hillary Clinton', 'Randy Marsh', 'Bruce', 'Kyle Broflovski', 'Eric Cartman', 'Jimbo Kern', 'Stan Marsh']",12
169,Major Boobage,"March 26, 2008",1203,170,"Kenny becomes addicted to the latest drug. To get people off this, Gerald proposes a ban on Cats.","['Stephen Stotch', 'Sheila Broflovski', 'Large-Breasted Woman', 'Mr. Mackey', 'Butters Stotch', 'Tricia Tucker', 'Sharon Marsh', 'Gerald Broflovski', 'Kenny McCormick', 'DEA Agents', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Mr. Kitty', 'Jimbo Kern', 'Stan Marsh']",12
170,Canada on Strike,"April 2, 2008",1204,171,The head of the World Canadian Bureau leads the country into a long and painful strike.,"['Peter Griffin', 'Tay Zonday', 'Tron Guy', 'Mr. Mackey', 'Butters Stotch', 'Chris Crocker', 'Tom Thompson', 'Stephen Abootman', 'Afro Ninja', 'Kenny McCormick', 'Craig Tucker', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Numa Numa Guy', 'Star Wars Kid', 'Stan Marsh']",12
171,"Eek, A Penis!","April 9, 2008",1205,172,Mrs. Garrison goes in search of a way of becoming a man while Cartman is left to substitute.,"['Stephen Stotch', 'Mr. Mackey', 'Butters Stotch', 'Herbert Garrison', 'Rodriguez', 'Linda Stotch', 'Penis Mouse', 'Mitch Murphy', 'Kenny McCormick', 'Principal Victoria', 'Melita', 'Harrison Yates', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",12
172,Over Logging,"April 16, 2008",1206,173,Randy moves the Marsh family towards California after the internet has gone.,"['Stephen Stotch', 'Amir', 'Sheila Broflovski', 'Shelly Marsh', 'Sharon Marsh', 'Gerald Broflovski', 'Kenny McCormick', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",12
173,Super Fun Time,"April 23, 2008",1207,174,"Mr. Garrison's field trip turns into a dangerous situation when everyone is taken hostage, while Butters is forced by Cartman to accompany him to the nearby amusement park.","['Franz', 'Storehand', 'Butters Stotch', 'Injured Thief', 'Orlich', 'Sheriff McLawdog', 'Vosky', 'Kenny McCormick', 'Craig Tucker', 'Pioneer Paul', 'Kyle Broflovski', 'Eric Cartman', 'Domino', 'Jimmy Valmer', 'Wendy Testaburger', 'Stan Marsh']",12
174,The China Probrem,"October 8, 2008",1208,175,Cartman must confront the Chinese alone while the American people are haunted by the memory of recent tragic events.,"['Clyde Donovan', 'Butters Stotch', 'Steven Spielberg', 'George Lucas', 'Liane Cartman', 'Mitch Murphy', 'Kenny McCormick', 'Harrison Yates', 'Indiana Jones', 'Kyle Broflovski', 'Eric Cartman', 'Stormy Weathers', 'Chinese Family', 'Jimmy Valmer', 'Stan Marsh']",12
175,Breast Cancer Show Ever,"October 15, 2008",1209,176,Wendy gets into trouble after threatening to beat Cartman after school.,"['Butters Stotch', 'Red McArthur', 'Mr. Testaburger', 'Principal Victoria', 'Craig Tucker', 'Stan Marsh', 'Millie Larsen', 'Bebe Stevens', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Mrs. Testaburger', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Token Black', 'Liane Cartman', 'Wendy Testaburger']",12
176,Pandemic,"October 22, 2008",1210,177,"While the world struggles to contain the latest epedemic of epic proportions, the boys find a way to make money off of it.","['Stephen Stotch', 'Sheila Broflovski', 'Thomas Tucker', 'General Davis', 'Shelly Marsh', 'Sharon Marsh', 'Tom Thompson', 'Laura Tucker', 'Michael Chertoff', 'Gerald Broflovski', 'Kenny McCormick', 'Craig Tucker', 'Randy Marsh', 'Guinea Creatures', 'Kyle Broflovski', 'Eric Cartman', 'Officer Barbrady', 'Stan Marsh']",12
177,Pandemic 2: The Startling,"October 29, 2008",1211,178,Randy bravely documents the destruction whilst trying to save his family.,"['Stephen Stotch', 'Butters Stotch', 'Shelly Marsh', 'Linda Stotch', 'Captain Taylor and Captain Gabriel', 'Sharon Marsh', 'Michael Chertoff', 'Kenny McCormick', 'Craig Tucker', 'Randy Marsh', 'Guinea Creatures', 'Kyle Broflovski', 'Eric Cartman', 'Officer Barbrady', 'Stan Marsh']",12
178,About Last Night...,"November 5, 2008",1212,179,All the president candidates aren't who they seem to be...,"['Butters Stotch', 'Linda Stotch', 'Betsy Donovan', 'Michelle Obama', 'Timothy Neely', 'Brad Davis', 'Barack Obama', 'Linda Black', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Richard Adler', 'John McCain', 'David Quincy', 'Nurse Fran', 'Geological Survey Supervisor', 'Ike Broflovski', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Sarah Palin', 'Mr. Mackey', 'Roger Donovan', 'Kenny McCormick', 'Officer Barbrady', 'Gerald Broflovski']",12
179,Elementary School Musical,"November 12, 2008",1213,180,"The boys realize they aren't the cool kids anymore, while Stan realizes that he could lose Wendy if he doesn't get on board with the latest fad to hit South Park Elementary","['Butters Stotch', 'Red McArthur', 'Craig Tucker', 'Mr. Gueermo', 'Mr. Garrett', 'Stan Marsh', 'Millie Larsen', 'Bebe Stevens', 'Scott Malkinson', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Mr. Mackey', 'Kenny McCormick', 'Jason White', 'Mrs. Gueermo', 'Heidi Turner', 'Lola', 'Bridon Gueermo', 'Wendy Testaburger']",12
180,The Ungroundable,"November 19, 2008",1214,181,"Butters is sure he’s seen a Vampire at school but he can’t get anyone to listen to him. Meanwhile, the Goth Kids are angry and frustrated when the other kids can’t tell the difference between a Goth Kid and a Vampire Kid.","['Mike Makowski', 'Annie Bartlett', 'Stephen Stotch', 'Mr. Mackey', 'Butters Stotch', 'Linda Stotch', 'Henrietta Biggle', 'Red McArthur', 'Katie Gelson', 'Liane Cartman', 'Pete', 'Kenny McCormick', 'Principal Victoria', 'Kyle Broflovski', 'Eric Cartman', 'Firkle', 'Michael', 'Stan Marsh']",12
181,The Ring,"March 11, 2009",1301,182,"Thinking it's his way into her heart and other body parts, Kenny takes his new girlfriend to a Jonas Brothers concert. His dream of taking their relationship to the next level is crushed with the Jonas Brothers giving them purity rings.","['Mr. Slave', 'Butters Stotch', 'Mickey Mouse', 'Tammy Warner', 'Kenny McCormick', 'Craig Tucker', 'Father Maxi', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stan Marsh']",13
182,The Coon,"March 18, 2009",1302,183,The Coon rises from the trash and takes his place as a lone vigilante.,"['Clyde Donovan', 'Butters Stotch', 'Herbert Garrison', 'Liane Cartman', 'Kenny McCormick', 'Harrison Yates', 'Mysterion', 'Kyle Broflovski', 'Eric Cartman', 'The Coon (Character)', 'Wendy Testaburger', 'Stan Marsh']",13
183,Margaritaville,"March 25, 2009",1303,184,"The economy is making everyone's life difficult, but Randy has a solution.","['Darryl Weathers', 'Butters Stotch', 'Benny', 'Mrs. Farnickle', 'Dr. Doctor', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Kenny McCormick', 'Sharon Marsh', 'Caine', 'Gerald Broflovski', 'Skeeter', 'Father Maxi', 'Sheila Broflovski']",13
184,"Eat, Pray, Queef","April 1, 2009",1304,185,"There is a new television series which freaks the boys out, called The Queef Sisters.","['Katherine and Katie Queef', 'Butters Stotch', 'Shelly Marsh', 'Tweek Tweak', 'Principal Victoria', 'Craig Tucker', 'Stan Marsh', 'Stephen Stotch', 'Thomas Tucker', 'Herbert Garrison', 'Bebe Stevens', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Mrs. Testaburger', 'Stuart McCormick', 'Clyde Donovan', 'Mr. Mackey', 'Annie Knitts', 'Kenny McCormick', 'Sharon Marsh', 'Gerald Broflovski', 'Martha Stewart', 'Samantha Dunskin', 'Wendy Testaburger']",13
185,Fishsticks,"April 8, 2009",1305,186,Cartman decides to help Jimmy with his comedy routine. Everyone loves the new joke they come up with. The joke starts to take off and it even hits all the late night talk shows. The boys are thrilled with how popular it’s become until somebody tries to take all the credit.,"['David Letterman', 'Butters Stotch', 'Craig Tucker', 'Kanye West', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Sarah Valmer', 'Jay Leno', 'Clyde Donovan', 'Mr. Mackey', 'Paul Shaffer', 'Kenny McCormick', 'Jimmy Kimmel', 'Token Black', 'Ellen DeGeneres', 'Carlos Mencia', 'Wendy Testaburger']",13
186,Pinewood Derby,"April 15, 2009",1306,187,Randy is determined that Stan will win this year's Pinewood Derby. He comes up with a plan that will assure Stan a first place trophy.,"['Gordon Brown', 'Vladimir Putin', 'Stan Marsh', 'Stephen Stotch', 'Angela Merkel', 'Herbert Garrison', 'John Howard', 'Han Seung-soo', 'Randy Marsh', 'Eric Cartman', 'Hu Jintao', 'Emmett Hollis', 'Kenny McCormick', 'Raila Odinga', 'Intergalactic Police', 'Silvio Berlusconi', 'Sharon Marsh', 'Nicolas Sarkozy', 'Matti Vanhanen']",13
187,Fatbeard,"April 22, 2009",1307,188,Butters and a small group of recruits join Cartman in his dream of living on skull island where they will frolic in crystal clear waterfalls and discover buried treasure. Cartman promises that paradise awaits if they can just get to Somalia.,"['Clyde Donovan', 'Sheila Broflovski', 'Kevin Stoley', 'Butters Stotch', 'Paolo Captain', 'Gerald Broflovski', 'Gordon Stoltski', 'Kenny McCormick', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Stan Marsh']",13
188,Dead Celebrities,"October 7, 2009",1308,189,Ike is being tormented by paranormal forces. Kyle brings in professional ghost hunters to help save his little brother.,"['DJ AM', 'Patrick Swayze', 'Ed McMahon', 'Stan Marsh', 'Dr. Phillips', 'Billy Mays', 'Walter Cronkite', 'Ghost Hunters', 'Bea Arthur', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Michael Jackson', 'Dr. Land', 'Kenny McCormick', 'Dr. Carroll', 'David Carradine', 'Gerald Broflovski', 'Sheila Broflovski']",13
189,Butters' Bottom Bitch,"October 14, 2009",1309,190,Butters is determined to get his first kiss so his friends won't make fun of him anymore.,"['Butters Stotch', 'Craig Tucker', 'Wendy Testaburger', 'Francis', 'Stan Marsh', 'Stephen Stotch', 'Keshawn', 'Herbert Garrison', 'Bebe Stevens', 'Harrison Yates', 'Scott Malkinson', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Clyde Donovan', 'Annie Knitts', 'Kenny McCormick', 'Recess Supervisor', 'Token Black', 'Don Heisman', 'Tweek Tweak', 'Sally Darson']",13
190,W.T.F.,"October 21, 2009",1310,191,The boys decide to take up wrestling.,"['Darryl Weathers', 'Butters Stotch', 'Token Black', 'Mr. Conners', 'Vince McMahon', 'Kenny McCormick', 'Principal Victoria', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Wrestling Tryout Participants', 'Stan Marsh']",13
191,Whale Whores,"October 28, 2009",1311,192,Stan joins the whale wars crew and fights against the Japanese protecting the world's whales and dolphins.,"['Butters Stotch', 'Yukio Hatoyama', 'Kenny McCormick', 'Emperor Akihito', 'Randy Marsh', 'Paul Watson', 'Kyle Broflovski', 'Eric Cartman', 'Larry King', 'Stan Marsh']",13
192,The F Word,"November 4, 2009",1312,193,The boys fight back against the loud and obnoxious Motorcycle Riders that are disrupting everyone in South Park.,"['Mr. Slave', 'Emmanuel Lewis', 'Mr. Mackey', 'Butters Stotch', 'Token Black', 'Father Maxi', 'Mayor McDaniels', 'Gerald Broflovski', 'Kenny McCormick', 'Harley Riders', 'Randy Marsh', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Big Gay Al', 'Jimmy Valmer', 'Stan Marsh']",13
193,Dances with Smurfs,"November 11, 2009",1313,194,Cartman takes over the morning announcements and uses his new position to attack Wendy.,"['Douglas', 'Butters Stotch', 'Casey Miller', 'Mr. Mackey', 'Mr. Testaburger', 'Mike', 'Gordon Stoltski', 'Principal Victoria', 'Smurfs', 'Kenny McCormick', 'Ike Broflovski', 'Kyle Broflovski', 'Eric Cartman', 'Wendy Testaburger', 'Stan Marsh']",13
194,Pee,"November 18, 2009",1314,195,"The boys and Jimmy visit the ""Pi Pi Waterland"" and experience a urine catastrophe in a parody of 2012.","['Pi-Pi', 'Butters Stotch', 'Sharon Marsh', 'Kenny McCormick', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Stan Marsh']",13
195,Sexual Healing,"March 17, 2010",1401,196,"The nation’s top scientists come together to put a stop to the recent phenomenon of rich, successful men who suddenly want to have sex with many, many women. After extensive testing, some of the fourth grade boys in South Park Elementary are diagnosed as sex addicts.","['Carol McCormick', 'David Duchovny', 'David Letterman', 'Butters Stotch', 'Tiger Woods', 'Ben Roethlisberger', 'Michael Douglas', 'Wizard Alien', 'Kenny McCormick', 'Barack Obama', 'Elin Nordegren', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Charlie Sheen', 'Bill Clinton', 'Stan Marsh']",14
196,The Tale of Scrotie McBoogerballs,"March 24, 2010",1402,197,"The boys are given a controversial book to read in school that both excites and inspires them to write one of their own. When the boys discover that Stan's mom has found their masterpiece, their new motivation is how they can stay out of trouble.","['Butters Stotch', 'Linda Stotch', 'Red McArthur', 'Stan Marsh', 'Stephen Stotch', 'Meredith Vieira', 'Herbert Garrison', 'Richard Adler', 'Mrs. Streibel', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Kenny McCormick', 'Matthew Broderick', 'Mr. Needlebaum', 'Sarah Jessica Parker', 'Sharon Marsh', 'Al Roker', 'Gerald Broflovski', 'Lola', 'Matt Lauer', 'Sheila Broflovski', 'Morgan Freeman']",14
197,Medicinal Fried Chicken,"March 31, 2010",1403,198,Cartman’s favorite restaurant has been shut down and replaced by a store that sells medicinal marijuana. Randy is desperate to get a prescription card to buy pot and Cartman will do anything to get his beloved fried chicken back.,"['Billy Miller', 'Mrs. Miller', 'Teabag', 'Sharon Marsh', 'Liane Cartman', 'Medicinal Fried Chicken Clerk', 'Kenny McCormick', 'Nurse Fran', 'Peter Nelson', 'Dr. Doctor', 'Randy Marsh', 'Colonel Sanders', 'Kyle Broflovski', 'Eric Cartman', 'Jimbo Kern', 'Officer Barbrady', 'Stan Marsh']",14
198,You Have 0 Friends,"April 7, 2010",1404,199,"Kyle ""friends"" the wrong person on facebook and now all of his old friends are deserting him. His situation is desperate. Kyle looks for help from the one person who has always been there for him. Stan gets sucked into Facebook.","['Mr. and Mrs. Drordy', 'Butters Stotch', 'Herbert Garrison', 'Grandma Marsh', 'Kenny McCormick', 'Kip Drordy', 'Profile Stan Marsh', 'Randy Marsh', 'Isayah Zordon', 'Kyle Broflovski', 'Eric Cartman', 'Wendy Testaburger', 'Stan Marsh']",14
199,200,"April 14, 2010",1405,200,"While on a school field trip, Stan accidentally insults Tom Cruise (again), which sets off a chain reaction of enraged celebrities. As a result, 200 previously ridiculed celebrities stand strong in a class action lawsuit against the town of South Park. This could be the thing that destroys South Park forever. So it is up to Stan to come with a plan to sort out this predicament or they are all doomed.","['Moses', 'Butters Stotch', 'Jared Fogle', 'Buddha', 'George Lucas', 'Jesse Jackson', 'Principal Victoria', 'Charlie Sheen', 'Mr. Hat', 'Kanye West', 'Stan Marsh', 'Michael Richards', 'Stephen Stotch', 'Herbert Garrison', 'Jesus Christ', 'Tiger Woods', 'Mayor McDaniels', 'Tom Cruise', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Tim Burton', 'Muhammad', 'Mr. Mackey', 'Russell Crowe', 'Seaman', 'Phil Collins', 'Kenny McCormick', 'Joseph Smith', 'Hillary Clinton', 'Sally Struthers', 'Jimbo Kern', 'Rob Reiner', 'Officer Barbrady', 'Barbra Streisand', 'Mitch Conner', 'Steven Spielberg', 'Lao Tse', 'Gerald Broflovski', 'Bono', 'Oprah Winfrey', 'Sheila Broflovski', 'Paris Hilton', 'Jimmy Buffett']",14
200,201,"April 21, 2010",1406,201,"Angry celebrities, violent ginger kids and Mecha Streisand are about to destroy South Park and all anyone wants to know is, “Who is Eric Cartman’s father?”","['Moses', 'Buddha', 'Mr. Hankey', 'Kevin Mephesto', 'Stan Marsh', 'Mr. Slave', 'Herbert Garrison', 'Jesus Christ', 'Mayor McDaniels', 'Tom Cruise', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Krishna', 'Muhammad', 'Pope Benedict XVI', 'Russell Crowe', 'Seaman', 'Mickey Mouse', 'Santa Claus', 'Kenny McCormick', 'Joseph Smith', 'Jimbo Kern', 'Rob Reiner', 'Barbra Streisand', 'Mitch Conner', 'Scott Tenorman', 'Pip Pirrip', 'Liane Cartman', 'Lao Tse', 'Paris Hilton', 'Richard Tweak', 'Dr. Alphonse Mephesto']",14
201,Crippled Summer,"April 28, 2010",1407,202,Competition is the name of the game this summer. There is no time for Jimmy and his friends to slack off. They're working to be this year's champions at summer camp. Jimmy suits up and prepares to shred in the annual surfing contest. Meanwhile Towelie goes through drug therapy.,"['Timmy Burch', 'Butters Stotch', 'Elmer Fudd', 'Supply Max Clerk', 'Nathan', 'Steve', 'Kenny McCormick', 'Washcloth', 'Kyle Broflovski', 'Eric Cartman', 'Jimmy Valmer', 'Mimsy', 'Stan Marsh']",14
202,Poor and Stupid,"October 6, 2010",1408,203,"Cartman wants to race with the pros and he's ready to do whatever it takes to make it happen. He's afraid that no matter how hard he tries, he'll never reach the the level of the other NASCAR drivers. Working with Butters as his pit boss, Cartman pulls out all the stops to compete in the race of his life.","['Dale Earnhardt Jr.', 'Butters Stotch', 'Angus T. Jones', 'Tony Kornheiser', 'Danica Patrick', 'Kenny McCormick', 'Jimmie Johnson', 'Kyle Broflovski', 'Eric Cartman', 'Charlie Sheen', 'Geoff Hamill', 'Stan Marsh']",14
203,It's a Jersey Thing,"October 13, 2010",1409,204,"New Jersey is rapidly taking over the nation, one state at a time and their next stop is South Park. As the Jerseyites spill into Colorado and approach South Park, Randy and the boys stand strong against the onslaught.","['Butters Stotch', 'Joe and Teresa Giudice', 'Stan Marsh', 'Stephen Stotch', 'Herbert Garrison', 'Arnold Schwarzenegger', 'Mike Sorrentino', 'Ike Broflovski', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'DogPoo Petuski', 'Stuart McCormick', 'Kenny McCormick', 'Jimbo Kern', 'Officer Barbrady', 'Snooki', 'Al-Qaeda', 'Sharon Marsh', 'Gerald Broflovski', 'Skeeter', 'Sheila Broflovski']",14
204,Insheeption,"October 20, 2010",1410,205,"When he's sent to the school counselor to talk about his disorder, Stan realizes that he's not the only one who has a problem. When Mr. Mackey and Stan agree to surrender themselves to the hoarding experts, Stan gets a more than a glimpse of what it was like for Mr. Mackey in the 4th grade at South Park Elementary.","['Butters Stotch', 'Red McArthur', 'Mr. Yelman', 'Principal Victoria', 'Billy Thompson', 'Stan Marsh', 'Ranger Pete', 'Harrison Yates', 'Randy Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Mr. Mackey', 'Kenny McCormick', 'Woodsy Owl', 'Sharon Marsh', 'Matt Hasselbeck', 'Freddy Krueger', 'Leonardo DiCaprio', 'Dr. Chinstrap', 'Wendy Testaburger']",14
205,Coon 2: Hindsight,"October 27, 2010",1411,206,"""Coon and Friends"" set out to help the victims of BP's latest catastrophic drilling accident in the Gulf. Much to the Coon's dismay, another Super Hero gets there first.","['Timmy Burch', 'Clyde Donovan', 'Butters Stotch', 'Token Black', 'Cajun Shrimp Merchant', 'Sharon Marsh', 'Liane Cartman', 'Bradley Biggle', 'Kenny McCormick', 'Captain Hindsight', 'Randy Marsh', 'Mysterion', 'Kyle Broflovski', 'Eric Cartman', 'Tony Hayward', 'The Coon (Character)', 'Stan Marsh']",14
206,Mysterion Rises,"November 3, 2010",1412,207,"Led by Mysterion, Coon and Friends are working together to help the people in the Gulf who are at the mercy of the dark lord, Cthulhu. The Coon, scorned by his fellow super heroes and now working alone, is out for revenge.","['Timmy Burch', 'Butters Stotch', 'Cthulhu Cult Leader', 'Betsy Donovan', 'Captain Hindsight', 'The Coon (Character)', 'Stan Marsh', 'Carol McCormick', 'Bradley Biggle', 'Kyle Broflovski', 'Eric Cartman', 'Stuart McCormick', 'Clyde Donovan', 'Kenny McCormick', 'Tony Hayward', 'Mintberry Crunch', 'Token Black', 'Mysterion', 'Cthulhu']",14
207,Coon vs. Coon & Friends,"November 10, 2010",1413,208,"Coon and Friends find themselves at the mercy of Cartman who now has the dark lord, Cthulhu, doing his bidding. Kenny wrestles with the curse of his super power through his alter ego, Mysterion.","['Carol McCormick', 'Timmy Burch', 'Mintberry Crunch', 'Clyde Donovan', 'Stuart McCormick', 'Butters Stotch', 'Token Black', 'Kokujon Man', 'Justin Bieber', 'Liane Cartman', 'Bradley Biggle', 'Kenny McCormick', 'Mysterion', 'Kyle Broflovski', 'Eric Cartman', 'The Coon (Character)', 'Harriet Biggle', 'Stan Marsh']",14
208,Crème Fraiche,"November 17, 2010",1414,209,Stan's life is a shambles both at home and in school. Randy's obsession with the Food Network Is changing everything. It even forces Sharon to explore a new interest of her own.,"['Stan Marsh', 'Kyle Broflovski', 'Eric Cartman', 'Kenny McCormick', 'Craig Tucker', 'Randy Marsh', 'Sharon Marsh', 'Sheila Broflovski', 'Michael', 'Rosemary', 'Alton Brown', 'Bobby Flay', 'Guy Fieri', 'Jamie Oliver', 'Paula Deen']",14
209,HUMANCENTiPAD,"April 27, 2011",1501,210,"Kyle is intimately involved in the development of a revolutionary new product that is about to be launched by Apple. Meanwhile, Cartman doesn't even have a regular iPad yet. He blames his mother.","['Clyde Donovan', 'Butters Stotch', 'Junichi Takiyama', 'Liane Cartman', 'Gerald Broflovski', 'Kenny McCormick', 'Craig Tucker', 'Apple Replacement Friend', 'Leslie', 'Kyle Broflovski', 'Eric Cartman', 'Steve Jobs', 'Jimmy Valmer', 'Dr. Phil', 'Stan Marsh']",15
